,Adj Close,Close,High,Low,Open,Volume
1960-01-06,60.13,60.13,60.13,60.13,60.13,3730000.0
1960-01-07,59.69,59.69,59.69,59.69,59.69,3310000.0
1960-01-08,59.5,59.5,59.5,59.5,59.5,3290000.0
1960-01-11,58.77,58.77,58.77,58.77,58.77,3470000.0
1960-01-12,58.41,58.41,58.41,58.41,58.41,3760000.0
1960-01-13,58.08,58.08,58.08,58.08,58.08,3470000.0
1960-01-14,58.4,58.4,58.4,58.4,58.4,3560000.0
1960-01-15,58.38,58.38,58.38,58.38,58.38,3400000.0
1960-01-18,57.89,57.89,57.89,57.89,57.89,3020000.0
1960-01-19,57.27,57.27,57.27,57.27,57.27,3100000.0
1960-01-20,57.07,57.07,57.07,57.07,57.07,2720000.0
1960-01-21,57.21,57.21,57.21,57.21,57.21,2700000.0
1960-01-22,57.38,57.38,57.38,57.38,57.38,2690000.0
1960-01-25,56.78,56.78,56.78,56.78,56.78,2790000.0
1960-01-26,56.86,56.86,56.86,56.86,56.86,3060000.0
1960-01-27,56.72,56.72,56.72,56.72,56.72,2460000.0
1960-01-28,56.13,56.13,56.13,56.13,56.13,2630000.0
1960-01-29,55.61,55.61,55.61,55.61,55.61,3060000.0
1960-02-01,55.96,55.96,55.96,55.96,55.96,2820000.0
1960-02-02,56.82,56.82,56.82,56.82,56.82,3080000.0
1960-02-03,56.32,56.32,56.32,56.32,56.32,3020000.0
1960-02-04,56.27,56.27,56.27,56.27,56.27,2600000.0
1960-02-05,55.98,55.98,55.98,55.98,55.98,2530000.0
1960-02-08,55.32,55.32,55.32,55.32,55.32,3350000.0
1960-02-09,55.84,55.84,55.84,55.84,55.84,2860000.0
1960-02-10,55.49,55.49,55.49,55.49,55.49,2440000.0
1960-02-11,55.18,55.18,55.18,55.18,55.18,2610000.0
1960-02-12,55.46,55.46,55.46,55.46,55.46,2230000.0
1960-02-15,55.17,55.17,55.17,55.17,55.17,2780000.0
1960-02-16,54.73,54.73,54.73,54.73,54.73,3270000.0
1960-02-17,55.03,55.03,55.03,55.03,55.03,4210000.0
1960-02-18,55.8,55.8,55.8,55.8,55.8,3800000.0
1960-02-19,56.24,56.24,56.24,56.24,56.24,3230000.0
1960-02-23,55.94,55.94,55.94,55.94,55.94,2960000.0
1960-02-24,55.74,55.74,55.74,55.74,55.74,2740000.0
1960-02-25,55.93,55.93,55.93,55.93,55.93,3600000.0
1960-02-26,56.16,56.16,56.16,56.16,56.16,3380000.0
1960-02-29,56.12,56.12,56.12,56.12,56.12,2990000.0
1960-03-01,56.01,56.01,56.01,56.01,56.01,2920000.0
1960-03-02,55.62,55.62,55.62,55.62,55.62,3110000.0
1960-03-03,54.78,54.78,54.78,54.78,54.78,3160000.0
1960-03-04,54.57,54.57,54.57,54.57,54.57,4060000.0
1960-03-07,54.02,54.02,54.02,54.02,54.02,2900000.0
1960-03-08,53.47,53.47,53.47,53.47,53.47,3370000.0
1960-03-09,54.04,54.04,54.04,54.04,54.04,3580000.0
1960-03-10,53.83,53.83,53.83,53.83,53.83,3350000.0
1960-03-11,54.24,54.24,54.24,54.24,54.24,2770000.0
1960-03-14,54.32,54.32,54.32,54.32,54.32,2530000.0
1960-03-15,54.74,54.74,54.74,54.74,54.74,2690000.0
1960-03-16,55.04,55.04,55.04,55.04,55.04,2960000.0
1960-03-17,54.96,54.96,54.96,54.96,54.96,2140000.0
1960-03-18,55.01,55.01,55.01,55.01,55.01,2620000.0
1960-03-21,55.07,55.07,55.07,55.07,55.07,2500000.0
1960-03-22,55.29,55.29,55.29,55.29,55.29,2490000.0
1960-03-23,55.74,55.74,55.74,55.74,55.74,3020000.0
1960-03-24,55.98,55.98,55.98,55.98,55.98,2940000.0
1960-03-25,55.98,55.98,55.98,55.98,55.98,2640000.0
1960-03-28,55.86,55.86,55.86,55.86,55.86,2500000.0
1960-03-29,55.78,55.78,55.78,55.78,55.78,2320000.0
1960-03-30,55.66,55.66,55.66,55.66,55.66,2450000.0
1960-03-31,55.34,55.34,55.34,55.34,55.34,2690000.0
1960-04-01,55.43,55.43,55.43,55.43,55.43,2260000.0
1960-04-04,55.54,55.54,55.54,55.54,55.54,2450000.0
1960-04-05,55.37,55.37,55.37,55.37,55.37,2840000.0
1960-04-06,56.51,56.51,56.51,56.51,56.51,3450000.0
1960-04-07,56.52,56.52,56.52,56.52,56.52,3070000.0
1960-04-08,56.39,56.39,56.39,56.39,56.39,2820000.0
1960-04-11,56.17,56.17,56.17,56.17,56.17,2520000.0
1960-04-12,56.3,56.3,56.3,56.3,56.3,2470000.0
1960-04-13,56.3,56.3,56.3,56.3,56.3,2730000.0
1960-04-14,56.43,56.43,56.43,56.43,56.43,2730000.0
1960-04-18,56.59,56.59,56.59,56.59,56.59,3200000.0
1960-04-19,56.13,56.13,56.13,56.13,56.13,3080000.0
1960-04-20,55.44,55.44,55.44,55.44,55.44,3150000.0
1960-04-21,55.59,55.59,55.59,55.59,55.59,2700000.0
1960-04-22,55.42,55.42,55.42,55.42,55.42,2850000.0
1960-04-25,54.86,54.86,54.86,54.86,54.86,2980000.0
1960-04-26,55.04,55.04,55.04,55.04,55.04,2940000.0
1960-04-27,55.04,55.04,55.04,55.04,55.04,3020000.0
1960-04-28,54.56,54.56,54.56,54.56,54.56,3190000.0
1960-04-29,54.37,54.37,54.37,54.37,54.37,2850000.0
1960-05-02,54.13,54.13,54.13,54.13,54.13,2930000.0
1960-05-03,54.83,54.83,54.83,54.83,54.83,2910000.0
1960-05-04,55.04,55.04,55.04,55.04,55.04,2870000.0
1960-05-05,54.86,54.86,54.86,54.86,54.86,2670000.0
1960-05-06,54.75,54.75,54.75,54.75,54.75,2560000.0
1960-05-09,54.8,54.8,54.8,54.8,54.8,2670000.0
1960-05-10,54.42,54.42,54.42,54.42,54.42,2870000.0
1960-05-11,54.57,54.57,54.57,54.57,54.57,2900000.0
1960-05-12,54.85,54.85,54.85,54.85,54.85,3220000.0
1960-05-13,55.3,55.3,55.3,55.3,55.3,3750000.0
1960-05-16,55.25,55.25,55.25,55.25,55.25,3530000.0
1960-05-17,55.46,55.46,55.46,55.46,55.46,4080000.0
1960-05-18,55.44,55.44,55.44,55.44,55.44,5240000.0
1960-05-19,55.68,55.68,55.68,55.68,55.68,3700000.0
1960-05-20,55.73,55.73,55.73,55.73,55.73,3170000.0
1960-05-23,55.76,55.76,55.76,55.76,55.76,2530000.0
1960-05-24,55.7,55.7,55.7,55.7,55.7,3240000.0
1960-05-25,55.67,55.67,55.67,55.67,55.67,3440000.0
1960-05-26,55.71,55.71,55.71,55.71,55.71,3720000.0
1960-05-27,55.74,55.74,55.74,55.74,55.74,3040000.0
1960-05-31,55.83,55.83,55.83,55.83,55.83,3750000.0
1960-06-01,55.89,55.89,55.89,55.89,55.89,3770000.0
1960-06-02,56.13,56.13,56.13,56.13,56.13,3730000.0
1960-06-03,56.23,56.23,56.23,56.23,56.23,3340000.0
1960-06-06,56.89,56.89,56.89,56.89,56.89,3220000.0
1960-06-07,57.43,57.43,57.43,57.43,57.43,3710000.0
1960-06-08,57.89,57.89,57.89,57.89,57.89,3800000.0
1960-06-09,58.0,58.0,58.0,58.0,58.0,3820000.0
1960-06-10,57.97,57.97,57.97,57.97,57.97,2940000.0
1960-06-13,57.99,57.99,57.99,57.99,57.99,3180000.0
1960-06-14,57.91,57.91,57.91,57.91,57.91,3430000.0
1960-06-15,57.57,57.57,57.57,57.57,57.57,3630000.0
1960-06-16,57.5,57.5,57.5,57.5,57.5,3540000.0
1960-06-17,57.44,57.44,57.44,57.44,57.44,3920000.0
1960-06-20,57.16,57.16,57.16,57.16,57.16,3970000.0
1960-06-21,57.11,57.11,57.11,57.11,57.11,3860000.0
1960-06-22,57.28,57.28,57.28,57.28,57.28,3600000.0
1960-06-23,57.59,57.59,57.59,57.59,57.59,3620000.0
1960-06-24,57.68,57.68,57.68,57.68,57.68,3220000.0
1960-06-27,57.33,57.33,57.33,57.33,57.33,2960000.0
1960-06-28,56.94,56.94,56.94,56.94,56.94,3120000.0
1960-06-29,56.94,56.94,56.94,56.94,56.94,3160000.0
1960-06-30,56.92,56.92,56.92,56.92,56.92,2940000.0
1960-07-01,57.06,57.06,57.06,57.06,57.06,2620000.0
1960-07-05,57.02,57.02,57.02,57.02,57.02,2780000.0
1960-07-06,56.94,56.94,56.94,56.94,56.94,2970000.0
1960-07-07,57.24,57.24,57.24,57.24,57.24,3050000.0
1960-07-08,57.38,57.38,57.38,57.38,57.38,3010000.0
1960-07-11,56.87,56.87,56.87,56.87,56.87,2920000.0
1960-07-12,56.25,56.25,56.25,56.25,56.25,2860000.0
1960-07-13,56.1,56.1,56.1,56.1,56.1,2590000.0
1960-07-14,56.12,56.12,56.12,56.12,56.12,2480000.0
1960-07-15,56.05,56.05,56.05,56.05,56.05,2140000.0
1960-07-18,55.7,55.7,55.7,55.7,55.7,2350000.0
1960-07-19,55.7,55.7,55.7,55.7,55.7,2490000.0
1960-07-20,55.61,55.61,55.61,55.61,55.61,2370000.0
1960-07-21,55.1,55.1,55.1,55.1,55.1,2510000.0
1960-07-22,54.72,54.72,54.72,54.72,54.72,2850000.0
1960-07-25,54.18,54.18,54.18,54.18,54.18,2840000.0
1960-07-26,54.51,54.51,54.51,54.51,54.51,2720000.0
1960-07-27,54.17,54.17,54.17,54.17,54.17,2560000.0
1960-07-28,54.57,54.57,54.57,54.57,54.57,3020000.0
1960-07-29,55.51,55.51,55.51,55.51,55.51,2730000.0
1960-08-01,55.53,55.53,55.53,55.53,55.53,2440000.0
1960-08-02,55.04,55.04,55.04,55.04,55.04,2090000.0
1960-08-03,54.72,54.72,54.72,54.72,54.72,2470000.0
1960-08-04,54.89,54.89,54.89,54.89,54.89,2840000.0
1960-08-05,55.44,55.44,55.44,55.44,55.44,3000000.0
1960-08-08,55.52,55.52,55.52,55.52,55.52,2960000.0
1960-08-09,55.84,55.84,55.84,55.84,55.84,2700000.0
1960-08-10,56.07,56.07,56.07,56.07,56.07,2810000.0
1960-08-11,56.28,56.28,56.28,56.28,56.28,3070000.0
1960-08-12,56.66,56.66,56.66,56.66,56.66,3160000.0
1960-08-15,56.61,56.61,56.61,56.61,56.61,2450000.0
1960-08-16,56.72,56.72,56.72,56.72,56.72,2710000.0
1960-08-17,56.84,56.84,56.84,56.84,56.84,3090000.0
1960-08-18,56.81,56.81,56.81,56.81,56.81,2890000.0
1960-08-19,57.01,57.01,57.01,57.01,57.01,2570000.0
1960-08-22,57.19,57.19,57.19,57.19,57.19,2760000.0
1960-08-23,57.75,57.75,57.75,57.75,57.75,3560000.0
1960-08-24,58.07,58.07,58.07,58.07,58.07,3500000.0
1960-08-25,57.79,57.79,57.79,57.79,57.79,2680000.0
1960-08-26,57.6,57.6,57.6,57.6,57.6,2780000.0
1960-08-29,57.44,57.44,57.44,57.44,57.44,2780000.0
1960-08-30,56.84,56.84,56.84,56.84,56.84,2890000.0
1960-08-31,56.96,56.96,56.96,56.96,56.96,3130000.0
1960-09-01,57.09,57.09,57.09,57.09,57.09,3460000.0
1960-09-02,57.0,57.0,57.0,57.0,57.0,2680000.0
1960-09-06,56.49,56.49,56.49,56.49,56.49,2580000.0
1960-09-07,55.79,55.79,55.79,55.79,55.79,2850000.0
1960-09-08,55.74,55.74,55.74,55.74,55.74,2670000.0
1960-09-09,56.11,56.11,56.11,56.11,56.11,2750000.0
1960-09-12,55.72,55.72,55.72,55.72,55.72,2160000.0
1960-09-13,55.83,55.83,55.83,55.83,55.83,2180000.0
1960-09-14,55.44,55.44,55.44,55.44,55.44,2530000.0
1960-09-15,55.22,55.22,55.22,55.22,55.22,2870000.0
1960-09-16,55.11,55.11,55.11,55.11,55.11,2340000.0
1960-09-19,53.86,53.86,53.86,53.86,53.86,3790000.0
1960-09-20,54.01,54.01,54.01,54.01,54.01,3660000.0
1960-09-21,54.57,54.57,54.57,54.57,54.57,2930000.0
1960-09-22,54.36,54.36,54.36,54.36,54.36,1970000.0
1960-09-23,53.9,53.9,53.9,53.9,53.9,2580000.0
1960-09-26,53.06,53.06,53.06,53.06,53.06,3930000.0
1960-09-27,52.94,52.94,52.94,52.94,52.94,3170000.0
1960-09-28,52.48,52.48,52.48,52.48,52.48,3520000.0
1960-09-29,52.62,52.62,52.62,52.62,52.62,2850000.0
1960-09-30,53.52,53.52,53.52,53.52,53.52,3370000.0
1960-10-03,53.36,53.36,53.36,53.36,53.36,2220000.0
1960-10-04,52.99,52.99,52.99,52.99,52.99,2270000.0
1960-10-05,53.39,53.39,53.39,53.39,53.39,2650000.0
1960-10-06,53.72,53.72,53.72,53.72,53.72,2510000.0
1960-10-07,54.03,54.03,54.03,54.03,54.03,2530000.0
1960-10-10,54.14,54.14,54.14,54.14,54.14,2030000.0
1960-10-11,54.22,54.22,54.22,54.22,54.22,2350000.0
1960-10-12,54.15,54.15,54.15,54.15,54.15,1890000.0
1960-10-13,54.57,54.57,54.57,54.57,54.57,2220000.0
1960-10-14,54.86,54.86,54.86,54.86,54.86,2470000.0
1960-10-17,54.63,54.63,54.63,54.63,54.63,2280000.0
1960-10-18,54.35,54.35,54.35,54.35,54.35,2220000.0
1960-10-19,54.25,54.25,54.25,54.25,54.25,2410000.0
1960-10-20,53.86,53.86,53.86,53.86,53.86,2910000.0
1960-10-21,53.72,53.72,53.72,53.72,53.72,3090000.0
1960-10-24,52.7,52.7,52.7,52.7,52.7,4420000.0
1960-10-25,52.2,52.2,52.2,52.2,52.2,3030000.0
1960-10-26,53.05,53.05,53.05,53.05,53.05,3020000.0
1960-10-27,53.62,53.62,53.62,53.62,53.62,2900000.0
1960-10-28,53.41,53.41,53.41,53.41,53.41,2490000.0
1960-10-31,53.39,53.39,53.39,53.39,53.39,2460000.0
1960-11-01,53.94,53.94,53.94,53.94,53.94,2600000.0
1960-11-02,54.22,54.22,54.22,54.22,54.22,2780000.0
1960-11-03,54.43,54.43,54.43,54.43,54.43,2580000.0
1960-11-04,54.9,54.9,54.9,54.9,54.9,3050000.0
1960-11-07,55.11,55.11,55.11,55.11,55.11,3540000.0
1960-11-09,55.35,55.35,55.35,55.35,55.35,3450000.0
1960-11-10,56.43,56.43,56.43,56.43,56.43,4030000.0
1960-11-11,55.87,55.87,55.87,55.87,55.87,2730000.0
1960-11-14,55.59,55.59,55.59,55.59,55.59,2660000.0
1960-11-15,55.81,55.81,55.81,55.81,55.81,2990000.0
1960-11-16,55.7,55.7,55.7,55.7,55.7,3110000.0
1960-11-17,55.55,55.55,55.55,55.55,55.55,2450000.0
1960-11-18,55.82,55.82,55.82,55.82,55.82,2760000.0
1960-11-21,55.93,55.93,55.93,55.93,55.93,3090000.0
1960-11-22,55.72,55.72,55.72,55.72,55.72,3430000.0
1960-11-23,55.8,55.8,55.8,55.8,55.8,3000000.0
1960-11-25,56.13,56.13,56.13,56.13,56.13,3190000.0
1960-11-28,56.03,56.03,56.03,56.03,56.03,3860000.0
1960-11-29,55.83,55.83,55.83,55.83,55.83,3630000.0
1960-11-30,55.54,55.54,55.54,55.54,55.54,3080000.0
1960-12-01,55.3,55.3,55.3,55.3,55.3,3090000.0
1960-12-02,55.39,55.39,55.39,55.39,55.39,3140000.0
1960-12-05,55.31,55.31,55.31,55.31,55.31,3290000.0
1960-12-06,55.47,55.47,55.47,55.47,55.47,3360000.0
1960-12-07,56.02,56.02,56.02,56.02,56.02,3660000.0
1960-12-08,56.15,56.15,56.15,56.15,56.15,3540000.0
1960-12-09,56.65,56.65,56.65,56.65,56.65,4460000.0
1960-12-12,56.85,56.85,56.85,56.85,56.85,3020000.0
1960-12-13,56.88,56.88,56.88,56.88,56.88,3500000.0
1960-12-14,56.84,56.84,56.84,56.84,56.84,3880000.0
1960-12-15,56.68,56.68,56.68,56.68,56.68,3660000.0
1960-12-16,57.2,57.2,57.2,57.2,57.2,3770000.0
1960-12-19,57.13,57.13,57.13,57.13,57.13,3630000.0
1960-12-20,57.09,57.09,57.09,57.09,57.09,3340000.0
1960-12-21,57.55,57.55,57.55,57.55,57.55,4060000.0
1960-12-22,57.39,57.39,57.39,57.39,57.39,3820000.0
1960-12-23,57.44,57.44,57.44,57.44,57.44,3580000.0
1960-12-27,57.52,57.52,57.52,57.52,57.52,3270000.0
1960-12-28,57.78,57.78,57.78,57.78,57.78,3620000.0
1960-12-29,58.05,58.05,58.05,58.05,58.05,4340000.0
1960-12-30,58.11,58.11,58.11,58.11,58.11,5300000.0
1961-01-03,57.57,57.57,57.57,57.57,57.57,2770000.0
1961-01-04,58.36,58.36,58.36,58.36,58.36,3840000.0
1961-01-05,58.57,58.57,58.57,58.57,58.57,4130000.0
1961-01-06,58.4,58.4,58.4,58.4,58.4,3620000.0
1961-01-09,58.81,58.81,58.81,58.81,58.81,4210000.0
1961-01-10,58.97,58.97,58.97,58.97,58.97,4840000.0
1961-01-11,59.14,59.14,59.14,59.14,59.14,4370000.0
1961-01-12,59.32,59.32,59.32,59.32,59.32,4270000.0
1961-01-13,59.6,59.6,59.6,59.6,59.6,4520000.0
1961-01-16,59.58,59.58,59.58,59.58,59.58,4510000.0
1961-01-17,59.64,59.64,59.64,59.64,59.64,3830000.0
1961-01-18,59.68,59.68,59.68,59.68,59.68,4390000.0
1961-01-19,59.77,59.77,59.77,59.77,59.77,4740000.0
1961-01-20,59.96,59.96,59.96,59.96,59.96,3270000.0
1961-01-23,60.29,60.29,60.29,60.29,60.29,4450000.0
1961-01-24,60.45,60.45,60.45,60.45,60.45,4280000.0
1961-01-25,60.53,60.53,60.53,60.53,60.53,4470000.0
1961-01-26,60.62,60.62,60.62,60.62,60.62,4110000.0
1961-01-27,61.24,61.24,61.24,61.24,61.24,4510000.0
1961-01-30,61.97,61.97,61.97,61.97,61.97,5190000.0
1961-01-31,61.78,61.78,61.78,61.78,61.78,4690000.0
1961-02-01,61.9,61.9,61.9,61.9,61.9,4380000.0
1961-02-02,62.3,62.3,62.3,62.3,62.3,4900000.0
1961-02-03,62.22,62.22,62.22,62.22,62.22,5210000.0
1961-02-06,61.76,61.76,61.76,61.76,61.76,3890000.0
1961-02-07,61.65,61.65,61.65,61.65,61.65,4020000.0
1961-02-08,62.21,62.21,62.21,62.21,62.21,4940000.0
1961-02-09,62.02,62.02,62.02,62.02,62.02,5590000.0
1961-02-10,61.5,61.5,61.5,61.5,61.5,4840000.0
1961-02-13,61.14,61.14,61.14,61.14,61.14,3560000.0
1961-02-14,61.41,61.41,61.41,61.41,61.41,4490000.0
1961-02-15,61.92,61.92,61.92,61.92,61.92,5200000.0
1961-02-16,62.3,62.3,62.3,62.3,62.3,5070000.0
1961-02-17,62.1,62.1,62.1,62.1,62.1,4640000.0
1961-02-20,62.32,62.32,62.32,62.32,62.32,4680000.0
1961-02-21,62.36,62.36,62.36,62.36,62.36,5070000.0
1961-02-23,62.59,62.59,62.59,62.59,62.59,5620000.0
1961-02-24,62.84,62.84,62.84,62.84,62.84,5330000.0
1961-02-27,63.3,63.3,63.3,63.3,63.3,5470000.0
1961-02-28,63.44,63.44,63.44,63.44,63.44,5830000.0
1961-03-01,63.43,63.43,63.43,63.43,63.43,4970000.0
1961-03-02,63.85,63.85,63.85,63.85,63.85,5300000.0
1961-03-03,63.95,63.95,63.95,63.95,63.95,5530000.0
1961-03-06,64.05,64.05,64.05,64.05,64.05,5650000.0
1961-03-07,63.47,63.47,63.47,63.47,63.47,5540000.0
1961-03-08,63.44,63.44,63.44,63.44,63.44,5910000.0
1961-03-09,63.5,63.5,63.5,63.5,63.5,6010000.0
1961-03-10,63.48,63.48,63.48,63.48,63.48,5950000.0
1961-03-13,63.66,63.66,63.66,63.66,63.66,5080000.0
1961-03-14,63.38,63.38,63.38,63.38,63.38,4900000.0
1961-03-15,63.57,63.57,63.57,63.57,63.57,4900000.0
1961-03-16,64.21,64.21,64.21,64.21,64.21,5610000.0
1961-03-17,64.0,64.0,64.0,64.0,64.0,5960000.0
1961-03-20,64.86,64.86,64.86,64.86,64.86,5780000.0
1961-03-21,64.74,64.74,64.74,64.74,64.74,5800000.0
1961-03-22,64.7,64.7,64.7,64.7,64.7,5840000.0
1961-03-23,64.53,64.53,64.53,64.53,64.53,2170000.0
1961-03-24,64.42,64.42,64.42,64.42,64.42,4390000.0
1961-03-27,64.35,64.35,64.35,64.35,64.35,4190000.0
1961-03-28,64.38,64.38,64.38,64.38,64.38,4630000.0
1961-03-29,64.93,64.93,64.93,64.93,64.93,5330000.0
1961-03-30,65.06,65.06,65.06,65.06,65.06,5610000.0
1961-04-03,65.6,65.6,65.6,65.6,65.6,6470000.0
1961-04-04,65.66,65.66,65.66,65.66,65.66,7080000.0
1961-04-05,65.46,65.46,65.46,65.46,65.46,5430000.0
1961-04-06,65.61,65.61,65.61,65.61,65.61,4910000.0
1961-04-07,65.96,65.96,65.96,65.96,65.96,5100000.0
1961-04-10,66.53,66.53,66.53,66.53,66.53,5550000.0
1961-04-11,66.62,66.62,66.62,66.62,66.62,5230000.0
1961-04-12,66.31,66.31,66.31,66.31,66.31,4870000.0
1961-04-13,66.26,66.26,66.26,66.26,66.26,4770000.0
1961-04-14,66.37,66.37,66.37,66.37,66.37,5240000.0
1961-04-17,68.68,68.68,68.68,68.68,68.68,5860000.0
1961-04-18,66.2,66.2,66.2,66.2,66.2,4830000.0
1961-04-19,65.81,65.81,65.81,65.81,65.81,4870000.0
1961-04-20,65.82,65.82,65.82,65.82,65.82,4810000.0
1961-04-21,65.77,65.77,65.77,65.77,65.77,4340000.0
1961-04-24,64.4,64.4,64.4,64.4,64.4,4590000.0
1961-04-25,65.3,65.3,65.3,65.3,65.3,4670000.0
1961-04-26,65.55,65.55,65.55,65.55,65.55,4980000.0
1961-04-27,65.46,65.46,65.46,65.46,65.46,4450000.0
1961-04-28,65.31,65.31,65.31,65.31,65.31,3710000.0
1961-05-01,65.17,65.17,65.17,65.17,65.17,3710000.0
1961-05-02,65.64,65.64,65.64,65.64,65.64,4110000.0
1961-05-03,66.18,66.18,66.18,66.18,66.18,4940000.0
1961-05-04,66.44,66.44,66.44,66.44,66.44,5350000.0
1961-05-05,66.52,66.52,66.52,66.52,66.52,4980000.0
1961-05-08,66.41,66.41,66.41,66.41,66.41,5170000.0
1961-05-09,66.47,66.47,66.47,66.47,66.47,5380000.0
1961-05-10,66.41,66.41,66.41,66.41,66.41,5450000.0
1961-05-11,66.39,66.39,66.39,66.39,66.39,5170000.0
1961-05-12,66.5,66.5,66.5,66.5,66.5,4840000.0
1961-05-15,66.83,66.83,66.83,66.83,66.83,4840000.0
1961-05-16,67.08,67.08,67.08,67.08,67.08,5110000.0
1961-05-17,67.39,67.39,67.39,67.39,67.39,5520000.0
1961-05-18,66.99,66.99,66.99,66.99,66.99,4610000.0
1961-05-19,67.27,67.27,67.27,67.27,67.27,4200000.0
1961-05-22,66.85,66.85,66.85,66.85,66.85,4070000.0
1961-05-23,66.68,66.68,66.68,66.68,66.68,3660000.0
1961-05-24,66.26,66.26,66.26,66.26,66.26,3970000.0
1961-05-25,66.01,66.01,66.01,66.01,66.01,3760000.0
1961-05-26,66.43,66.43,66.43,66.43,66.43,3780000.0
1961-05-31,66.56,66.56,66.56,66.56,66.56,4320000.0
1961-06-01,66.56,66.56,66.56,66.56,66.56,3770000.0
1961-06-02,66.73,66.73,66.73,66.73,66.73,3670000.0
1961-06-05,67.08,67.08,67.08,67.08,67.08,4150000.0
1961-06-06,66.89,66.89,66.89,66.89,66.89,4250000.0
1961-06-07,65.64,65.64,65.64,65.64,65.64,3980000.0
1961-06-08,66.67,66.67,66.67,66.67,66.67,3810000.0
1961-06-09,66.66,66.66,66.66,66.66,66.66,3520000.0
1961-06-12,66.15,66.15,66.15,66.15,66.15,3260000.0
1961-06-13,65.8,65.8,65.8,65.8,65.8,3030000.0
1961-06-14,65.98,65.98,65.98,65.98,65.98,3430000.0
1961-06-15,65.69,65.69,65.69,65.69,65.69,3220000.0
1961-06-16,65.18,65.18,65.18,65.18,65.18,3380000.0
1961-06-19,64.58,64.58,64.58,64.58,64.58,3980000.0
1961-06-20,65.15,65.15,65.15,65.15,65.15,3280000.0
1961-06-21,65.14,65.14,65.14,65.14,65.14,3210000.0
1961-06-22,64.9,64.9,64.9,64.9,64.9,2880000.0
1961-06-23,65.16,65.16,65.16,65.16,65.16,2720000.0
1961-06-26,64.47,64.47,64.47,64.47,64.47,2690000.0
1961-06-27,64.47,64.47,64.47,64.47,64.47,3090000.0
1961-06-28,64.59,64.59,64.59,64.59,64.59,2830000.0
1961-06-29,64.52,64.52,64.52,64.52,64.52,2560000.0
1961-06-30,64.64,64.64,64.64,64.64,64.64,2380000.0
1961-07-03,65.21,65.21,65.21,65.21,65.21,2180000.0
1961-07-05,65.63,65.63,65.63,65.63,65.63,3270000.0
1961-07-06,65.81,65.81,65.81,65.81,65.81,3470000.0
1961-07-07,65.77,65.77,65.77,65.77,65.77,3030000.0
1961-07-10,65.71,65.71,65.71,65.71,65.71,3180000.0
1961-07-11,65.69,65.69,65.69,65.69,65.69,3160000.0
1961-07-12,65.32,65.32,65.32,65.32,65.32,3070000.0
1961-07-13,64.86,64.86,64.86,64.86,64.86,2670000.0
1961-07-14,65.28,65.28,65.28,65.28,65.28,2760000.0
1961-07-17,64.79,64.79,64.79,64.79,64.79,2690000.0
1961-07-18,64.41,64.41,64.41,64.41,64.41,3010000.0
1961-07-19,64.7,64.7,64.7,64.7,64.7,2940000.0
1961-07-20,64.71,64.71,64.71,64.71,64.71,2530000.0
1961-07-21,64.86,64.86,64.86,64.86,64.86,2360000.0
1961-07-24,64.87,64.87,64.87,64.87,64.87,2490000.0
1961-07-25,65.23,65.23,65.23,65.23,65.23,3010000.0
1961-07-26,65.84,65.84,65.84,65.84,65.84,4070000.0
1961-07-27,66.61,66.61,66.61,66.61,66.61,4170000.0
1961-07-28,66.71,66.71,66.71,66.71,66.71,3610000.0
1961-07-31,66.76,66.76,66.76,66.76,66.76,3170000.0
1961-08-01,67.37,67.37,67.37,67.37,67.37,3990000.0
1961-08-02,66.94,66.94,66.94,66.94,66.94,4300000.0
1961-08-03,67.29,67.29,67.29,67.29,67.29,3650000.0
1961-08-04,67.68,67.68,67.68,67.68,67.68,3710000.0
1961-08-07,67.67,67.67,67.67,67.67,67.67,3560000.0
1961-08-08,67.82,67.82,67.82,67.82,67.82,4050000.0
1961-08-09,67.74,67.74,67.74,67.74,67.74,3710000.0
1961-08-10,67.95,67.95,67.95,67.95,67.95,3570000.0
1961-08-11,68.06,68.06,68.06,68.06,68.06,3260000.0
1961-08-14,67.72,67.72,67.72,67.72,67.72,3120000.0
1961-08-15,67.55,67.55,67.55,67.55,67.55,3320000.0
1961-08-16,67.73,67.73,67.73,67.73,67.73,3430000.0
1961-08-17,68.11,68.11,68.11,68.11,68.11,4130000.0
1961-08-18,68.29,68.29,68.29,68.29,68.29,4030000.0
1961-08-21,68.43,68.43,68.43,68.43,68.43,3880000.0
1961-08-22,68.44,68.44,68.44,68.44,68.44,3640000.0
1961-08-23,67.98,67.98,67.98,67.98,67.98,3550000.0
1961-08-24,67.59,67.59,67.59,67.59,67.59,3090000.0
1961-08-25,67.67,67.67,67.67,67.67,67.67,3050000.0
1961-08-28,67.7,67.7,67.7,67.7,67.7,3150000.0
1961-08-29,67.55,67.55,67.55,67.55,67.55,3160000.0
1961-08-30,67.81,67.81,67.81,67.81,67.81,3220000.0
1961-08-31,68.07,68.07,68.07,68.07,68.07,2920000.0
1961-09-01,68.19,68.19,68.19,68.19,68.19,2710000.0
1961-09-05,67.96,67.96,67.96,67.96,67.96,3000000.0
1961-09-06,68.46,68.46,68.46,68.46,68.46,3440000.0
1961-09-07,68.35,68.35,68.35,68.35,68.35,3900000.0
1961-09-08,67.88,67.88,67.88,67.88,67.88,3430000.0
